"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1965",0.645,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1966",0.608,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1967",0.617,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1968",0.608,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1969",0.6,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1970",0.58,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1971",0.913,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1972",0.943,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1973",1.153,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1974",1.462,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1975",1.473,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1976",1.442,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1977",1.418,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1978",1.334,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1979",1.308,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1980",1.307,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1981",1.405,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1982",1.44,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1983",1.319,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1984",1.324,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1985",1.314,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1986",1.484,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1987",1.524,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1988",1.562,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1989",1.588,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1990",1.717,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1991",1.729,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1992",1.629,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1993",1.615,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1994",1.905,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1995",1.93,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1996",1.952,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1997",1.918,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1998",1.377,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","1999",1.369,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2000",1.365,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2001",1.303,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2002",1.3,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2003",1.303,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2004",1.333,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2005",1.351,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2006",1.354,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2007",1.394,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2008",1.373,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2009",1.33,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2010",1.305,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2011",1.354,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2012",1.395,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2013",1.389,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2014",1.402,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2015",1.405,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2016",1.349,
"AUS","TAXPAYROLL","TOT","PC_GDP","A","2017",1.381,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1965",3.125,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1966",3.062,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1967",3.02,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1968",2.988,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1969",2.896,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1970",2.751,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1971",4.177,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1972",4.404,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1973",5.125,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1974",5.932,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1975",5.805,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1976",5.641,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1977",5.579,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1978",5.439,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1979",5.2,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1980",4.985,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1981",5.325,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1982",5.362,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1983",5.053,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1984",4.777,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1985",4.734,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1986",5.199,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1987",5.321,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1988",5.52,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1989",5.668,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1990",6.107,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1991",6.484,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1992",6.234,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1993",6.071,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1994",6.926,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1995",6.825,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1996",6.75,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1997",6.689,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1998",4.677,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","1999",4.593,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2000",4.481,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2001",4.504,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2002",4.362,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2003",4.349,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2004",4.403,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2005",4.508,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2006",4.606,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2007",4.721,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2008",5.119,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2009",5.208,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2010",5.166,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2011",5.231,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2012",5.184,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2013",5.125,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2014",5.141,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2015",5.04,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2016",4.886,
"AUS","TAXPAYROLL","TOT","PC_TOT_TAX","A","2017",4.841,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1965",2.545,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1966",2.619,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1967",2.748,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1968",2.711,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1969",2.704,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1970",2.593,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1971",2.666,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1972",2.647,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1973",2.727,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1974",2.77,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1975",2.916,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1976",2.911,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1977",2.95,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1978",2.789,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1979",2.714,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1980",2.718,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1981",2.561,
"AUT","TAXPAYROLL","TOT","PC_GDP","A","1982",2.484,
