"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","SOCBENHH","INKIND","PC_GDP","A","2015",15.1690635068661,
"BEL","SOCBENHH","INKIND","PC_GDP","A","2016",15.1323556107404,
"BEL","SOCBENHH","INKIND","PC_GDP","A","2017",15.0629007396684,
"BEL","SOCBENHH","INKIND","PC_GDP","A","2018",15.076743362154,
"BEL","SOCBENHH","INKIND","PC_GDP","A","2019",15.1418000693744,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1981",6.90713925040314,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1982",8.45301547473988,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1983",9.03502359274274,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1984",8.95546618295792,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1985",8.94651688808804,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1986",9.06461842280159,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1987",8.89914614441721,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1988",8.66494176048901,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1989",8.6225149982355,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1990",9.339310798978,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1991",10.6900664459875,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1992",11.5731951071494,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1993",11.9077100598766,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1994",11.2473673311683,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1995",10.6186592209672,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1996",10.2930333064289,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1997",9.75393802801993,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1998",9.65798662056588,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1999",9.18727249096413,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2000",8.66825004904748,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2001",8.95685002660451,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2002",8.80083170393753,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2003",8.64070605468672,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2004",8.41673959801786,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2005",8.22726665212896,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2006",8.44091022073975,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2007",8.51044679433668,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2008",8.61577957334791,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2009",9.78487068949059,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2010",9.70062087046712,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2011",9.26038139570015,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2012",9.17293718643981,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2013",9.21441852714185,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2014",8.96256349948719,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2015",9.6284190287479,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2016",9.97770959277426,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2017",9.98091174331783,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2018",9.95419667460483,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2019",10.043474977147,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1995",10.7806311840232,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1996",11.0287283690307,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1997",11.5781439456789,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1998",11.6114553326541,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1999",12.1043053098509,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2000",12.3154518820556,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2001",12.1227624869126,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2002",12.403697135041,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2003",12.2880448280696,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2004",11.7336676197181,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2005",11.4699820608766,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2006",11.5882268208989,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2007",11.8869294867839,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2008",11.8103176423548,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2009",12.9459809398971,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2010",13.0602322191445,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2011",13.067675156275,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2012",13.138240434768,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2013",13.2927034001866,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2014",12.8786317550534,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2015",12.368338539918,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2016",12.698411699689,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2017",12.3630471698842,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2018",12.3621316278067,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2019",12.5101348010359,
"CZE","SOCBENHH","INKIND","PC_GDP","A","1995",10.2079678678204,
"CZE","SOCBENHH","INKIND","PC_GDP","A","1996",10.0589438070506,
"CZE","SOCBENHH","INKIND","PC_GDP","A","1997",9.88392959705931,
"CZE","SOCBENHH","INKIND","PC_GDP","A","1998",9.70737364009972,
"CZE","SOCBENHH","INKIND","PC_GDP","A","1999",9.68004612879763,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2000",9.55390723600515,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2001",9.60367307827835,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2002",10.7275238622278,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2003",11.1179192010196,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2004",10.7872666406308,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2005",10.2437080599866,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2006",9.89000790822586,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2007",9.58981197708299,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2008",9.56547734571336,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2009",10.504988157721,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2010",10.491174178491,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2011",10.5760265559014,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2012",10.5711158271411,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2013",10.6830484552947,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2014",10.5309276832965,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2015",10.1771776430697,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2016",10.1761119465435,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2017",10.2170541007638,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2018",10.6126431280144,
"CZE","SOCBENHH","INKIND","PC_GDP","A","2019",11.0458937757859,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1995",19.4797297277806,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1996",18.8900299189902,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1997",17.9765043805394,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1998",17.4334881175878,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1999",16.885581695398,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2000",16.2698114643823,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2001",16.3582727807541,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2002",16.4878236557575,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2003",17.1714485522212,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2004",16.8613456471754,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2005",16.2107544869127,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2006",15.2408051342559,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2007",14.8196047453321,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2008",14.6412103939708,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2009",16.5801610012523,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2010",17.136098789958,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2011",17.249336804909,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2012",17.3075783581627,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2013",17.4121365430522,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2014",17.2438944536144,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2015",16.9951111112261,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2016",16.5272626335305,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2017",16.2392560398671,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2018",15.8444465816703,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2019",15.74744463374,
"DNK","SOCBENHH","INKIND","PC_GDP","A","1995",16.409827595043,
"DNK","SOCBENHH","INKIND","PC_GDP","A","1996",16.3789632642437,
"DNK","SOCBENHH","INKIND","PC_GDP","A","1997",15.9017822586331,
"DNK","SOCBENHH","INKIND","PC_GDP","A","1998",16.3275743235074,
"DNK","SOCBENHH","INKIND","PC_GDP","A","1999",16.4449124586397,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2000",16.1447089240098,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2001",16.5494466690538,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2002",17.1062863365483,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2003",17.3333415741475,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2004",17.2667903194564,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2005",16.8870537970124,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2006",16.702112956774,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2007",16.8304219284612,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2008",17.331513444672,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2009",19.3891039231971,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2010",19.1319842078924,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2011",18.6390517135155,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2012",18.4868909396031,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2013",18.3082968691226,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2014",18.3340611029402,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2015",18.1460394173562,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2016",17.7850146326738,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2017",17.5187340312366,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2018",17.3266228994175,
"DNK","SOCBENHH","INKIND","PC_GDP","A","2019",17.0983455737898,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1975",9.19674506001273,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1976",10.1405868258442,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1977",11.4126822093778,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1978",11.7694425629296,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1979",11.081668031452,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1980",10.7317942775648,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1981",10.9675046628313,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1982",11.9314066771021,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1983",12.7282626905679,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1984",12.8600823045267,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1985",13.5960168254786,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1986",13.9521158662052,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1987",14.1694725028058,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1988",13.4718402565072,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1989",13.1247744233971,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1990",14.3702107542959,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1991",17.9472721205077,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1992",21.6531810997617,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1993",23.1156951509777,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1994",22.9776636657153,
