"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",2.812,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",3.102,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",3.121,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",2.964,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",3.041,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",2.982,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",2.884,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",2.859,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",2.746,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",2.781,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",2.622,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",2.443,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",2.364,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",2.252,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",2.563,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",2.658,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",2.726,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",2.74,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",2.708,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",2.598,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",1.568,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",1.483,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",1.422,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",1.327,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",1.316,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",1.329,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",1.336,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",1.3,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",1.246,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",1.284,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",1.287,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",1.32,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",1.395,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",1.365,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",1.262,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",1.28,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",1.283,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",1.236,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",1.326,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",1.695,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",1.399,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",1.326,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",1.308,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",1.256,
"AUT","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",1.292,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1965",1.144,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1966",1.15,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1967",1.081,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1968",1.266,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1969",1.216,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1970",4.993,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1971",1.288,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1972",1.302,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1973",1.375,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1974",1.289,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1975",1.225,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1976",1.288,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1977",1.392,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1978",1.455,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1979",1.534,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1980",1.256,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1981",1.188,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1982",1.164,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1983",1.231,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1984",1.251,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1985",1.211,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1986",1.284,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1987",1.392,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1988",1.455,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1989",1.579,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1990",1.567,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1991",1.531,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1992",1.519,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1993",1.676,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1994",1.719,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1995",1.628,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1996",1.768,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1997",1.907,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1998",2.057,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","1999",2.046,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2000",2.045,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2001",1.972,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2002",1.959,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2003",2.034,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2004",2.266,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2005",3.009,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2006",3.129,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2007",3.061,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2008",3.04,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2009",2.938,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2010",3.082,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2011",3.149,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2012",3.263,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2013",3.519,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2014",3.563,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2015",3.504,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2016",3.499,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2017",3.505,
"BEL","TAXPROPERTY","TOT","PC_GDP","A","2018",3.513,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1965",3.737,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1966",3.513,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1967",3.237,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1968",3.703,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1969",3.538,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1970",15.018,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1971",3.746,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1972",3.805,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1973",3.892,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1974",3.558,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1975",3.162,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1976",3.309,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1977",3.407,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1978",3.514,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1979",3.637,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1980",3.1,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1981",2.915,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1982",2.773,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1983",2.885,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1984",2.883,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1985",2.786,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1986",2.971,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1987",3.173,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1988",3.42,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1989",3.876,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1990",3.805,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1991",3.699,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1992",3.709,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1993",3.953,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1994",4.028,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1995",3.82,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1996",4.109,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1997",4.39,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1998",4.667,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","1999",4.661,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2000",4.698,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2001",4.539,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2002",4.49,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2003",4.715,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2004",5.244,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2005",6.972,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2006",7.283,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2007",7.164,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2008",7.029,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2009",6.934,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2010",7.231,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2011",7.299,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2012",7.388,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2013",7.801,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2014",7.906,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2015",7.835,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2016",7.973,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2017",7.883,
"BEL","TAXPROPERTY","TOT","PC_TOT_TAX","A","2018",7.834,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1965",3.564,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1966",3.55,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1967",3.614,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1968",3.694,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1969",3.727,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1970",3.816,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1971",3.651,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1972",3.452,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1973",3.083,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1974",2.925,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1975",2.949,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1976",3.063,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1977",3.141,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1978",3.055,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1979",2.774,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1980",2.76,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1981",2.823,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1982",2.986,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1983",3.092,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1984",3.037,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1985",2.95,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1986",3.03,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1987",2.942,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1988",3.192,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1989",3.349,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1990",3.515,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1991",3.711,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1992",3.901,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1993",3.876,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1994",3.801,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1995",3.692,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1996",3.678,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1997",3.67,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1998",3.706,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","1999",3.57,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2000",3.302,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2001",3.664,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2002",3.579,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2003",3.538,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2004",3.531,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2005",3.503,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2006",3.465,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2007",3.455,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2008",3.597,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2009",3.931,
"CAN","TAXPROPERTY","TOT","PC_GDP","A","2010",3.826,
